	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1	 1.436104e-62	 0.4101237	0.895	0.684	 2.935540e-58	0	DBI
2	 1.334541e-45	 0.3332441	0.915	0.766	 2.727936e-41	0	RPS2
3	 1.492915e-38	 0.3101209	0.525	0.274	 3.051668e-34	0	POSTN
4	 4.831111e-38	 0.3018835	0.862	0.683	 9.875273e-34	0	RPS15
5	 1.138678e-34	 0.2863341	0.868	0.712	 2.327571e-30	0	RPS18
6	5.974108e-263	 0.8582930	0.970	0.588	1.221167e-258	1	TUBA1B
7	3.896231e-182	 0.6075876	0.642	0.113	7.964286e-178	1	HMGB2
8	1.016309e-144	 0.6072617	0.751	0.283	2.077436e-140	1	HMGN2
9	2.214559e-136	 0.6158061	0.798	0.380	4.526780e-132	1	HMGB1
10	1.008605e-130	 0.6040537	0.837	0.411	2.061689e-126	1	TUBB
11	 0.000000e+00	 2.6713134	0.991	0.425	 0.000000e+00	2	SPP1
12	 0.000000e+00	 2.1028244	0.993	0.126	 0.000000e+00	2	CD74
13	 0.000000e+00	 1.9029415	0.965	0.093	 0.000000e+00	2	C1QB
14	 0.000000e+00	 1.7478388	0.916	0.093	 0.000000e+00	2	FCGBP
15	 0.000000e+00	 1.6268173	0.947	0.130	 0.000000e+00	2	HLA-DRA
16	 3.437564e-80	 0.6143839	0.954	0.746	 7.026725e-76	3	TUBA1A
17	 2.219413e-53	 0.3854821	0.291	0.052	 4.536701e-49	3	RP11-161M6.2
18	 3.168011e-41	 0.3893330	0.631	0.335	 6.475731e-37	3	MARCKSL1
19	 2.508059e-39	 0.4776124	0.272	0.087	 5.126724e-35	3	PLP1
20	 4.028244e-39	 0.4130048	0.375	0.109	 8.234133e-35	3	DLL3
21	 0.000000e+00	 2.2189399	0.994	0.435	 0.000000e+00	4	CRYAB
22	 0.000000e+00	 1.6330456	0.972	0.253	 0.000000e+00	4	GFAP
23	9.367644e-272	 1.2106789	0.860	0.113	1.914840e-267	4	ID3
24	8.532602e-237	 1.3055621	0.978	0.421	1.744149e-232	4	CLU
25	2.343220e-176	 1.3094133	0.950	0.333	4.789776e-172	4	APOE
26	4.154772e-243	 1.5677623	0.977	0.679	8.492770e-239	5	MT2A
27	4.629688e-176	 1.2119922	0.857	0.250	9.463545e-172	5	MT2P1
28	1.349853e-100	 1.1039166	0.679	0.306	 2.759234e-96	5	IGFBP2
29	 1.266446e-85	 0.9761963	0.649	0.303	 2.588742e-81	5	IGFBP5
30	 6.693835e-70	 1.0703082	0.589	0.211	 1.368287e-65	5	CHI3L1
31	3.488159e-104	 0.9135197	0.972	0.825	7.130146e-100	6	CST3
32	 1.053811e-60	 0.6776774	0.904	0.625	 2.154095e-56	6	BCAN
33	 2.117000e-53	 0.6401632	0.940	0.666	 4.327360e-49	6	MT3
34	 2.177884e-49	 0.5364832	0.697	0.254	 4.451813e-45	6	ATP1A2
35	 3.516910e-47	 0.6536854	0.865	0.447	 7.188915e-43	6	CLU
36	 1.334153e-67	 0.8972834	0.917	0.735	 2.727141e-63	7	MALAT1
37	 2.058122e-20	 0.2693585	0.295	0.075	 4.207008e-16	7	AP000769.1
38	 2.502428e-13	 0.3005674	0.650	0.435	 5.115213e-09	7	PTPRZ1
39	 1.519943e-08	 0.3252265	0.613	0.460	 3.106915e-04	7	HSPA1B
40	 3.203596e-08	 0.2540768	0.424	0.331	 6.548470e-04	7	DNAJB1
41	3.620846e-206	 1.6560263	1.000	0.260	7.401370e-202	8	BCYRN1
42	 3.183389e-22	 0.4416188	1.000	0.929	 6.507166e-18	8	SEC61G
43	 7.518192e-20	 0.4537436	0.871	0.646	 1.536794e-15	8	TUBA1B
44	 1.618437e-13	 0.3574638	0.730	0.475	 3.308247e-09	8	TUBB
45	 1.101765e-12	 0.3116912	0.337	0.120	 2.252117e-08	8	HIST1H4C
46	2.476111e-133	 2.0735276	0.986	0.173	5.061418e-129	9	IGFBP7
47	3.915642e-131	 1.7699500	0.959	0.518	8.003964e-127	9	SPARC
48	 1.150277e-97	 1.3340985	0.808	0.010	 2.351281e-93	9	ITM2A
49	 2.181100e-82	 1.4585669	0.863	0.080	 4.458386e-78	9	COL4A1
50	 7.869939e-59	 1.3835233	0.863	0.198	 1.608694e-54	9	A2M
51	2.244770e-103	 1.6041663	0.971	0.163	 4.588535e-99	10	FN1
52	 1.143448e-83	 1.2073925	0.814	0.071	 2.337321e-79	10	LINC00152
53	 1.051641e-79	 1.5958608	0.986	0.174	 2.149659e-75	10	IGFBP7
54	 1.912928e-75	 1.3829360	1.000	0.518	 3.910215e-71	10	SPARC
55	 5.735735e-64	 1.3163571	0.843	0.081	 1.172442e-59	10	COL4A1
56	 1.943714e-72	 1.1322834	0.774	0.088	 3.973145e-68	11	RBP1
57	 1.228075e-45	 1.0022520	0.849	0.203	 2.510309e-41	11	SOX4
58	 1.457718e-42	 0.8808829	0.717	0.111	 2.979722e-38	11	SOX11
59	 1.550702e-32	 0.8596050	0.925	0.427	 3.169790e-28	11	STMN1
60	 5.991948e-29	 0.7682880	0.717	0.216	 1.224814e-24	11	NFIA
61	 1.615765e-14	 1.0768161	0.926	0.400	 3.302786e-10	12	MT-RNR2
62	 1.269857e-09	-0.5097414	0.222	0.473	 2.595714e-05	12	FOS
63	 1.059935e-08	 0.3458505	0.370	0.152	 2.166613e-04	12	MT-RNR1
64	 1.764832e-07	 0.3208649	0.296	0.070	 3.607494e-03	12	MT-ND1
65	 3.038252e-07	-0.2914241	0.111	0.214	 6.210491e-03	12	AQP4
