	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1	 0.000000e+00	1.7986589	0.998	0.556	 0.000000e+00	0	CLU
2	 0.000000e+00	1.6641924	1.000	0.917	 0.000000e+00	0	CST3
3	 0.000000e+00	1.5506616	0.995	0.509	 0.000000e+00	0	APOE
4	 0.000000e+00	1.5391678	0.997	0.614	 0.000000e+00	0	SPARCL1
5	6.811485e-291	1.4194453	0.818	0.118	1.502886e-286	0	GFAP
6	3.343196e-101	0.6123373	0.974	0.817	 7.376427e-97	1	DBI
7	 3.277434e-87	0.6755158	0.676	0.305	 7.231331e-83	1	OLIG1
8	 1.493048e-50	0.4797536	0.540	0.253	 3.294262e-46	1	CCND2
9	 1.085271e-42	0.4203696	0.613	0.333	 2.394543e-38	1	FABP7
10	 6.326118e-41	0.3882161	0.993	0.988	 1.395795e-36	1	MALAT1
11	 0.000000e+00	2.6658504	0.965	0.276	 0.000000e+00	2	SPP1
12	 0.000000e+00	2.6265560	0.946	0.146	 0.000000e+00	2	CCL4
13	 0.000000e+00	2.6149636	0.940	0.109	 0.000000e+00	2	CCL3
14	 0.000000e+00	2.3706751	0.992	0.078	 0.000000e+00	2	CD74
15	1.967598e-283	2.1170541	0.829	0.085	4.341308e-279	2	CCL4L2
16	1.593217e-178	1.3645248	0.966	0.558	3.515274e-174	3	FOS
17	3.624519e-154	1.3238615	0.949	0.468	7.997138e-150	3	EGR1
18	1.883215e-117	1.0850660	0.849	0.436	4.155126e-113	3	HSPA1B
19	 7.947726e-97	0.9527445	0.774	0.307	 1.753586e-92	3	DNAJB1
20	 2.627216e-87	0.8875513	0.791	0.363	 5.796690e-83	3	FOSB
21	 0.000000e+00	1.6701533	0.985	0.363	 0.000000e+00	4	TUBA1B
22	2.400650e-243	1.1642261	0.929	0.271	5.296795e-239	4	HMGN2
23	1.018648e-225	1.1254172	0.867	0.112	2.247544e-221	4	HMGB2
24	6.617517e-216	1.0206611	0.734	0.027	1.460089e-211	4	NUSAP1
25	1.006209e-125	1.1021227	0.604	0.134	2.220100e-121	4	HIST1H4C
26	 4.102127e-73	0.7740157	1.000	0.927	 9.050933e-69	5	CST3
27	 2.916672e-60	0.6710272	0.992	0.753	 6.435344e-56	5	C1orf61
28	 7.262509e-47	0.5165084	0.970	0.664	 1.602400e-42	5	SPARCL1
29	 2.781389e-29	0.4542649	0.935	0.716	 6.136857e-25	5	PTN
30	 5.529411e-27	0.4126133	0.817	0.578	 1.220009e-22	5	PON2
31	 0.000000e+00	2.2871664	0.987	0.065	 0.000000e+00	6	CLDN5
32	6.324040e-322	1.7420135	0.996	0.521	1.395336e-317	6	TMSB10
33	5.913651e-309	1.9685668	0.970	0.035	1.304788e-304	6	ITM2A
34	1.411985e-281	1.7323060	0.937	0.051	3.115403e-277	6	IFI27
35	2.249699e-217	1.7993140	0.992	0.224	4.963737e-213	6	IGFBP7
36	4.676592e-129	1.5618681	0.895	0.170	1.031843e-124	7	CALD1
37	2.421015e-115	1.5805326	0.968	0.667	5.341728e-111	7	SPARC
38	7.371750e-105	1.5170002	0.874	0.024	1.626503e-100	7	DCN
39	2.613409e-100	1.9731432	1.000	0.260	 5.766225e-96	7	IGFBP7
40	 4.878379e-90	1.4085862	0.853	0.090	 1.076366e-85	7	FN1
41	2.935576e-157	2.5952055	0.971	0.075	6.477055e-153	8	PLP1
42	1.438374e-131	1.7170386	0.912	0.085	3.173628e-127	8	CNP
43	3.721359e-129	1.8812741	0.912	0.033	8.210806e-125	8	MBP
44	8.933102e-113	2.1946624	0.912	0.070	1.971000e-108	8	CRYAB
45	 1.172488e-75	1.5369786	0.779	0.022	 2.586978e-71	8	APOD
46	 3.778972e-78	1.4914940	0.745	0.221	 8.337925e-74	9	SOX2-OT
47	 9.980081e-38	0.7972196	0.549	0.154	 2.202005e-33	9	NDUFB5
48	 4.212773e-29	0.8818521	0.784	0.320	 9.295062e-25	9	SOX2
49	 3.853133e-26	0.7247268	0.451	0.127	 8.501552e-22	9	TBL1XR1
50	 7.430543e-13	0.9627243	0.431	0.115	 1.639475e-08	9	CXCL14
51	 7.207963e-80	1.6735788	1.000	0.460	 1.590365e-75	10	TUBA1A
52	 5.519822e-65	1.2212381	0.708	0.001	 1.217894e-60	10	STMN2
53	 2.474040e-42	1.3425580	0.917	0.314	 5.458722e-38	10	SOX4
54	 3.407642e-40	1.2465659	0.604	0.023	 7.518621e-36	10	NNAT
55	 9.501314e-34	1.1581493	0.875	0.298	 2.096370e-29	10	STMN1
56	 6.123479e-43	1.2706246	0.872	0.092	 1.351084e-38	11	GAP43
57	 5.997564e-26	1.0215565	0.923	0.399	 1.323302e-21	11	S100A6
58	 9.751058e-24	1.4024189	0.564	0.043	 2.151473e-19	11	CHI3L1
59	 1.235840e-11	0.7294391	1.000	0.732	 2.726758e-07	11	PTN
60	 8.822198e-08	0.8474755	0.410	0.222	 1.946530e-03	11	IFI6
61	 4.833230e-51	2.2506562	0.882	0.147	 1.066404e-46	12	IGFBP5
62	 2.996296e-32	1.6354931	0.941	0.013	 6.611027e-28	12	COL1A1
63	 8.503112e-32	2.3323079	1.000	0.044	 1.876127e-27	12	DCN
64	 2.316351e-27	1.7226792	0.882	0.055	 5.110797e-23	12	COL1A2
65	 9.968223e-23	1.7634336	0.941	0.037	 2.199389e-18	12	PTGDS
66	 1.514681e-11	1.3888412	1.000	0.537	 3.341993e-07	13	HLA-B
67	 3.862274e-10	1.1384636	0.500	0.001	 8.521721e-06	13	GZMB
68	 1.680785e-09	1.2989162	1.000	0.767	 3.708485e-05	13	B2M
69	 1.701164e-09	1.7002261	0.500	0.004	 3.753448e-05	13	GNLY
70	 2.141112e-07	1.0989361	1.000	0.558	 4.724149e-03	13	RPS6
