	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
VEGFA	3.560045e-118	 1.0485755	0.971	0.604	7.761967e-114	0	VEGFA
OLFM1	 7.980810e-68	 0.9277439	0.743	0.302	 1.740056e-63	0	OLFM1
ENO2	 6.528062e-49	 0.6075099	0.802	0.529	 1.423313e-44	0	ENO2
DBI	 3.391705e-43	-0.6491574	0.617	0.842	 7.394934e-39	0	DBI
IGFBP2	 1.708920e-40	 0.7209370	0.850	0.630	 3.725958e-36	0	IGFBP2
PPIA	 1.920260e-39	-0.4567728	0.917	0.975	 4.186743e-35	0	PPIA
SEC61G	 1.368299e-36	 0.4670426	0.895	0.734	 2.983303e-32	0	SEC61G
C8orf22	 5.122301e-36	 0.7525652	0.440	0.139	 1.116815e-31	0	C8orf22
BCAN	 1.181961e-35	-0.8866724	0.440	0.692	 2.577029e-31	0	BCAN
CCNL1	 4.071501e-34	 0.4736138	0.681	0.445	 8.877093e-30	0	CCNL1
H3F3A	 1.529861e-33	-0.4444526	0.751	0.896	 3.335556e-29	0	H3F3A
STMN1	 8.254291e-32	-0.5439872	0.558	0.763	 1.799683e-27	0	STMN1
MARCKSL1	 7.600327e-30	-0.4966033	0.552	0.728	 1.657099e-25	0	MARCKSL1
PGK1	 1.997495e-29	 0.3875003	0.879	0.638	 4.355138e-25	0	PGK1
TSC22D4	 4.906095e-29	-0.5246706	0.239	0.548	 1.069676e-24	0	TSC22D4
MEG3	 6.537826e-29	 0.4843184	0.558	0.268	 1.425442e-24	0	MEG3
WSB1	 1.978523e-28	 0.4570787	0.716	0.476	 4.313774e-24	0	WSB1
FXYD6	 2.124090e-28	-0.5743319	0.520	0.694	 4.631153e-24	0	FXYD6
TUBA1B	 1.087965e-27	-0.6453464	0.772	0.872	 2.372091e-23	0	TUBA1B
SCRG1	 2.663027e-27	-0.5514277	0.646	0.802	 5.806198e-23	0	SCRG1
TUBB	 1.062865e-25	-0.5024217	0.635	0.747	 2.317364e-21	0	TUBB
MARCKS	 2.258278e-25	-0.4513033	0.748	0.876	 4.923723e-21	0	MARCKS
HMGB1	 1.023695e-24	-0.4840436	0.550	0.740	 2.231963e-20	0	HMGB1
HSPA5	 2.528030e-24	 0.4234474	0.525	0.343	 5.511865e-20	0	HSPA5
PFN2	 3.123722e-23	-0.4939018	0.686	0.802	 6.810652e-19	0	PFN2
ACTB	 9.779242e-23	-0.3212296	0.992	0.998	 2.132168e-18	0	ACTB
SOX8	 1.273426e-21	-0.4218669	0.115	0.353	 2.776450e-17	0	SOX8
ATF5	 1.792773e-21	 0.3725243	0.335	0.125	 3.908784e-17	0	ATF5
SSR3	 2.655944e-21	 0.3355654	0.456	0.305	 5.790756e-17	0	SSR3
TMSB15A	 3.610093e-21	-0.3265948	0.107	0.321	 7.871086e-17	0	TMSB15A
SEC61A1	 5.249828e-21	 0.3299446	0.579	0.389	 1.144620e-16	0	SEC61A1
OLIG1	 5.316088e-21	-0.4859632	0.217	0.456	 1.159067e-16	0	OLIG1
NPIPP1	 9.774398e-21	 0.3168271	0.426	0.189	 2.131112e-16	0	NPIPP1
SMOC1	 2.587165e-20	-0.3990281	0.110	0.336	 5.640796e-16	0	SMOC1
OVOS2	 6.407037e-20	-0.2650257	0.040	0.226	 1.396926e-15	0	OVOS2
DNAJB9	 2.431303e-19	 0.3039819	0.340	0.131	 5.300969e-15	0	DNAJB9
PRDX1	 3.335481e-19	-0.3723956	0.421	0.629	 7.272349e-15	0	PRDX1
SNRNP70	 3.395740e-19	 0.3451445	0.576	0.400	 7.403732e-15	0	SNRNP70
SOX10	 3.461956e-19	-0.3011776	0.040	0.223	 7.548103e-15	0	SOX10
S100B	 7.526161e-19	-0.4821045	0.324	0.550	 1.640929e-14	0	S100B
NDUFA4L2	 1.144854e-18	 0.2847723	0.362	0.135	 2.496124e-14	0	NDUFA4L2
CHPF	 2.356854e-18	 0.2872136	0.408	0.182	 5.138649e-14	0	CHPF
SIRT2	 4.597363e-18	-0.6554975	0.228	0.443	 1.002363e-13	0	SIRT2
CFL1	 7.809192e-18	-0.3061624	0.799	0.894	 1.702638e-13	0	CFL1
RAB31	 9.022923e-18	-0.3022414	0.142	0.352	 1.967268e-13	0	RAB31
FAM131A	 1.136355e-17	 0.2880663	0.421	0.212	 2.477595e-13	0	FAM131A
TUBA1A	 1.325526e-17	-0.3757937	0.944	0.957	 2.890044e-13	0	TUBA1A
CA9	 1.928861e-17	 0.2887098	0.311	0.113	 4.205495e-13	0	CA9
PTMA	 2.852614e-17	-0.3363273	0.890	0.920	 6.219554e-13	0	PTMA
PDIA3	 2.949487e-17	 0.2964365	0.456	0.281	 6.430766e-13	0	PDIA3
METRN	 4.007163e-17	-0.3330750	0.185	0.394	 8.736818e-13	0	METRN
BCAS1	 5.649623e-17	-0.6032177	0.062	0.242	 1.231787e-12	0	BCAS1
RP11-726G1.1	 9.400882e-17	-0.2615450	0.046	0.209	 2.049674e-12	0	RP11-726G1.1
MYDGF	 1.276065e-16	 0.3061953	0.432	0.260	 2.782205e-12	0	MYDGF
TUBB4A	 4.566924e-16	-0.3537509	0.070	0.249	 9.957264e-12	0	TUBB4A
HMGB2	 7.548160e-16	-0.4443180	0.247	0.382	 1.645725e-11	0	HMGB2
P4HB	 1.060966e-15	 0.2840023	0.475	0.326	 2.313223e-11	0	P4HB
SCD5	 1.192141e-15	-0.3511399	0.263	0.464	 2.599225e-11	0	SCD5
COL9A3	 1.812875e-15	-0.3115655	0.150	0.350	 3.952611e-11	0	COL9A3
TMSB4X	 1.900086e-15	-0.4363407	0.920	0.975	 4.142757e-11	0	TMSB4X
TUBB2B	 2.099956e-15	-0.3094146	0.724	0.779	 4.578534e-11	0	TUBB2B
STMN2	 3.556002e-15	-0.2952567	0.067	0.218	 7.753151e-11	0	STMN2
CKB	 4.160254e-15	-0.3394034	0.303	0.507	 9.070602e-11	0	CKB
PTPRZ1	 1.518615e-14	-0.3782000	0.421	0.588	 3.311037e-10	0	PTPRZ1
PLOD2	 2.258689e-14	 0.2554297	0.335	0.160	 4.924620e-10	0	PLOD2
PLP1	 3.879755e-14	-0.8980436	0.177	0.315	 8.459029e-10	0	PLP1
OBSL1	 5.190821e-14	 0.2580728	0.389	0.225	 1.131755e-09	0	OBSL1
S100A1	 5.200314e-14	-0.3684938	0.067	0.241	 1.133824e-09	0	S100A1
CLDN11	 5.742759e-14	-0.4892593	0.086	0.246	 1.252094e-09	0	CLDN11
PPIB	 6.450326e-14	 0.3282744	0.681	0.588	 1.406364e-09	0	PPIB
APOD	 7.757974e-14	-0.3721206	0.188	0.372	 1.691471e-09	0	APOD
EIF1	 1.727391e-13	 0.2563064	0.917	0.828	 3.766230e-09	0	EIF1
DLL3	 1.772757e-13	-0.3314224	0.118	0.269	 3.865142e-09	0	DLL3
CNP	 1.862902e-13	-0.4490922	0.276	0.429	 4.061685e-09	0	CNP
TNS3	 3.171528e-13	-0.2520173	0.075	0.237	 6.914883e-09	0	TNS3
MT1G	 4.306301e-13	-0.7280326	0.271	0.272	 9.389027e-09	0	MT1G
EPHB1	 5.910129e-13	-0.2506919	0.107	0.264	 1.288585e-08	0	EPHB1
SLC6A8	 6.229454e-13	 0.2865576	0.394	0.224	 1.358208e-08	0	SLC6A8
RP11-161M6.2	 7.722711e-13	-0.3506163	0.182	0.355	 1.683783e-08	0	RP11-161M6.2
UBE2C	 9.842085e-13	-0.3104074	0.064	0.188	 2.145870e-08	0	UBE2C
EIF4A2	 1.833842e-12	 0.2512051	0.617	0.481	 3.998325e-08	0	EIF4A2
HMGN2	 2.720704e-12	-0.3372881	0.512	0.574	 5.931950e-08	0	HMGN2
MT1X	 2.740434e-12	-0.8364944	0.418	0.378	 5.974969e-08	0	MT1X
GPM6B	 4.975664e-12	-0.3110142	0.354	0.501	 1.084844e-07	0	GPM6B
SLC3A2	 5.725405e-12	 0.2541589	0.426	0.267	 1.248310e-07	0	SLC3A2
MIAT	 5.864963e-12	 0.2934702	0.365	0.173	 1.278738e-07	0	MIAT
PTTG1	 8.173082e-12	-0.3564104	0.123	0.251	 1.781977e-07	0	PTTG1
FYN	 9.680526e-12	-0.3120490	0.271	0.435	 2.110645e-07	0	FYN
OLIG2	 1.084837e-11	-0.2622726	0.153	0.310	 2.365270e-07	0	OLIG2
FAM180A	 1.276633e-11	 0.2803652	0.201	0.065	 2.783443e-07	0	FAM180A
DPYSL3	 1.630666e-11	-0.2584111	0.236	0.412	 3.555340e-07	0	DPYSL3
NUCKS1	 3.397154e-11	-0.2849748	0.359	0.513	 7.406815e-07	0	NUCKS1
MT1XP1	 3.671866e-11	-0.4027104	0.129	0.193	 8.005769e-07	0	MT1XP1
CD81	 4.849064e-11	-0.2673639	0.493	0.662	 1.057241e-06	0	CD81
HSPH1	 5.538220e-11	 0.2636864	0.367	0.205	 1.207498e-06	0	HSPH1
BCYRN1	 1.588839e-10	-0.2594091	0.075	0.223	 3.464145e-06	0	BCYRN1
NEAT1	 1.741322e-10	 0.3781426	0.592	0.399	 3.796605e-06	0	NEAT1
TF	 1.818241e-10	-0.3053888	0.067	0.193	 3.964311e-06	0	TF
PTN	 4.196201e-10	-0.2983721	0.654	0.727	 9.148978e-06	0	PTN
HSP90B1	 6.640050e-10	 0.2575744	0.571	0.469	 1.447730e-05	0	HSP90B1
GADD45G	 8.500327e-10	 0.3531239	0.365	0.224	 1.853326e-05	0	GADD45G
FADS2	 1.173830e-09	-0.2764962	0.225	0.385	 2.559302e-05	0	FADS2
SEC11C	 1.686715e-09	 0.2543874	0.421	0.300	 3.677544e-05	0	SEC11C
SGK1	 2.196240e-09	-0.2896391	0.121	0.262	 4.788463e-05	0	SGK1
GPM6A	 4.291297e-09	-0.2706562	0.574	0.672	 9.356316e-05	0	GPM6A
MBP	 4.603225e-09	-0.4494574	0.070	0.172	 1.003641e-04	0	MBP
APOE	 2.402534e-08	-0.4737637	0.155	0.242	 5.238245e-04	0	APOE
B2M	 2.817684e-08	-0.2951364	0.812	0.863	 6.143395e-04	0	B2M
NDUFB2	 4.805685e-08	-0.2519255	0.745	0.823	 1.047783e-03	0	NDUFB2
TNR	 1.361024e-07	-0.2900947	0.201	0.324	 2.967440e-03	0	TNR
SOX4	 2.246379e-07	-0.2660754	0.362	0.471	 4.897779e-03	0	SOX4
DPYSL2	 3.500339e-07	-0.2559708	0.426	0.543	 7.631790e-03	0	DPYSL2
ARL4C	 3.514276e-07	 0.2527848	0.504	0.345	 7.662175e-03	0	ARL4C
MT1X.1	2.005590e-237	 2.4080858	0.913	0.302	4.372789e-233	1	MT1X
MT1G.1	2.374205e-205	 2.1926631	0.893	0.173	5.176478e-201	1	MT1G
MT1XP1.1	2.185318e-154	 1.4413151	0.753	0.092	4.764650e-150	1	MT1XP1
MT2A.1	1.880858e-145	 1.8944557	0.910	0.568	4.100835e-141	1	MT2A
VIM	1.181583e-144	 1.3888458	0.967	0.487	2.576204e-140	1	VIM
MT3	1.042932e-137	 1.2805196	0.957	0.625	2.273905e-133	1	MT3
IGFBP5	1.111169e-129	 1.5612048	0.863	0.339	2.422683e-125	1	IGFBP5
SPARCL1	8.195106e-119	 1.2051665	0.960	0.479	1.786779e-114	1	SPARCL1
MT1A	9.656048e-111	 0.8294984	0.560	0.038	2.105308e-106	1	MT1A
NTRK2	 7.541651e-93	 1.0625344	0.813	0.274	 1.644306e-88	1	NTRK2
CPE	 1.226004e-81	 0.9951070	0.780	0.344	 2.673057e-77	1	CPE
GAPDH	 1.120351e-80	 0.7286062	0.997	0.998	 2.442701e-76	1	GAPDH
CEBPD	 6.859031e-78	 1.0097078	0.653	0.169	 1.495475e-73	1	CEBPD
SLN	 7.808395e-73	 1.4544283	0.460	0.079	 1.702464e-68	1	SLN
VEGFA.1	 1.661180e-71	 0.8302612	0.970	0.618	 3.621872e-67	1	VEGFA
EGR1	 1.931412e-67	 1.1400171	0.853	0.510	 4.211057e-63	1	EGR1
MT1P1	 2.659723e-65	 0.4512872	0.383	0.027	 5.798994e-61	1	MT1P1
ALDOA	 1.708898e-59	 0.6022784	0.957	0.794	 3.725911e-55	1	ALDOA
HTRA1	 3.457373e-59	 0.7860292	0.663	0.235	 7.538110e-55	1	HTRA1
MT2P1	 9.642564e-59	 0.6947716	0.433	0.067	 2.102368e-54	1	MT2P1
JAM2	 4.467692e-55	 0.6340981	0.520	0.138	 9.740908e-51	1	JAM2
CLU.1	 5.349462e-53	 0.7128727	0.707	0.271	 1.166343e-48	1	CLU
OLFM1.1	 6.560118e-52	 0.7960611	0.760	0.316	 1.430302e-47	1	OLFM1
GAPDHP63	 1.911950e-51	 0.5968943	0.810	0.460	 4.168624e-47	1	GAPDHP63
BCAN.1	 2.985178e-51	-1.1270641	0.290	0.706	 6.508584e-47	1	BCAN
MT1H	 2.361708e-49	 0.2687974	0.233	0.006	 5.149232e-45	1	MT1H
NR4A1	 2.490112e-45	 0.7198415	0.537	0.196	 5.429191e-41	1	NR4A1
STMN1.1	 3.044000e-45	-0.7128790	0.440	0.774	 6.636833e-41	1	STMN1
MARCKSL1.1	 5.791553e-44	-0.6762581	0.410	0.744	 1.262732e-39	1	MARCKSL1
FXYD6.1	 9.050418e-43	-0.7794866	0.360	0.713	 1.973263e-38	1	FXYD6
S100A10	 6.609982e-40	 0.6231141	0.557	0.186	 1.441174e-35	1	S100A10
PGK1.1	 5.685310e-39	 0.5072772	0.897	0.644	 1.239568e-34	1	PGK1
TUBB.1	 2.474203e-38	-0.6899659	0.517	0.762	 5.394505e-34	1	TUBB
MT1E	 3.256960e-38	 0.7254685	0.363	0.100	 7.101150e-34	1	MT1E
TIMP3	 2.973852e-36	 0.3861463	0.383	0.083	 6.483889e-32	1	TIMP3
BTG2	 1.878846e-35	 0.5570430	0.400	0.151	 4.096447e-31	1	BTG2
ZFP36L2	 1.992794e-35	 0.7557271	0.597	0.275	 4.344889e-31	1	ZFP36L2
CHPF.1	 2.116348e-35	 0.4137272	0.530	0.171	 4.614274e-31	1	CHPF
ANXA2	 3.273866e-35	 0.4831445	0.487	0.144	 7.138009e-31	1	ANXA2
ADM	 4.234609e-35	 0.5675763	0.457	0.126	 9.232718e-31	1	ADM
JUN	 4.756597e-35	 0.6965957	0.723	0.453	 1.037081e-30	1	JUN
FTH1	 8.242672e-35	 0.5395653	0.993	0.994	 1.797150e-30	1	FTH1
BNIP3	 8.366265e-35	 0.5667729	0.733	0.386	 1.824097e-30	1	BNIP3
NEAT1.1	 1.635446e-34	 0.6770688	0.743	0.383	 3.565764e-30	1	NEAT1
PFKP	 2.337032e-34	 0.4556400	0.590	0.237	 5.095431e-30	1	PFKP
CNN3	 1.920733e-33	 0.5410958	0.647	0.337	 4.187774e-29	1	CNN3
C8orf4	 1.564462e-32	 0.3307468	0.293	0.048	 3.410996e-28	1	C8orf4
OLIG1.1	 2.273285e-32	-0.7267348	0.150	0.457	 4.956442e-28	1	OLIG1
BEX1	 2.988212e-32	-0.5205423	0.337	0.644	 6.515199e-28	1	BEX1
TUBA1B.1	 8.333776e-32	-0.7472424	0.723	0.876	 1.817013e-27	1	TUBA1B
COL9A3.1	 8.124769e-31	-0.4451267	0.060	0.356	 1.771443e-26	1	COL9A3
CYR61	 1.133361e-30	 0.6262619	0.330	0.088	 2.471067e-26	1	CYR61
IGFBP3	 2.507872e-30	 0.5330485	0.340	0.075	 5.467913e-26	1	IGFBP3
SPARC.1	 4.619811e-30	 0.2783145	0.700	0.346	 1.007257e-25	1	SPARC
BTG1	 6.843858e-30	 0.4675590	0.613	0.281	 1.492166e-25	1	BTG1
HSPB1	 7.788333e-30	 0.6932465	0.597	0.277	 1.698090e-25	1	HSPB1
LDHA	 1.306539e-29	 0.4476108	0.927	0.739	 2.848648e-25	1	LDHA
MAFB	 5.074658e-29	 0.4380579	0.353	0.084	 1.106428e-24	1	MAFB
CA9.1	 6.802437e-29	 0.3529941	0.407	0.105	 1.483135e-24	1	CA9
MARCKS.1	 7.319146e-29	-0.5201612	0.750	0.871	 1.595793e-24	1	MARCKS
H3F3A.1	 1.856906e-27	-0.4441683	0.733	0.893	 4.048612e-23	1	H3F3A
TUBA1A.1	 2.088658e-27	-0.5122439	0.893	0.965	 4.553901e-23	1	TUBA1A
FAM180A.1	 5.060378e-27	 0.4302918	0.290	0.056	 1.103314e-22	1	FAM180A
ZFP36	 8.533564e-27	 0.5086551	0.483	0.180	 1.860573e-22	1	ZFP36
TUBB2B.1	 1.256136e-26	-0.5104686	0.583	0.799	 2.738754e-22	1	TUBB2B
PTMA.1	 2.019137e-26	-0.4643028	0.807	0.932	 4.402324e-22	1	PTMA
UBC	 2.641898e-26	 0.4762501	0.927	0.821	 5.760129e-22	1	UBC
CD9	 1.292418e-25	 0.4353765	0.713	0.422	 2.817859e-21	1	CD9
SOX8.1	 2.225364e-25	-0.4821385	0.073	0.350	 4.851961e-21	1	SOX8
GAPDHP40	 2.679155e-25	 0.3517023	0.540	0.236	 5.841362e-21	1	GAPDHP40
NDRG1	 3.288841e-25	 0.3342494	0.473	0.171	 7.170661e-21	1	NDRG1
PLOD2.1	 4.325479e-25	 0.3360463	0.440	0.150	 9.430843e-21	1	PLOD2
ALDOC	 4.473562e-25	 0.3893339	0.510	0.218	 9.753707e-21	1	ALDOC
LGALS1.1	 4.934259e-25	 0.4010252	0.763	0.439	 1.075817e-20	1	LGALS1
SLIT1	 6.461525e-25	-0.3705162	0.040	0.290	 1.408806e-20	1	SLIT1
FN1	 1.130453e-24	 0.4116989	0.377	0.116	 2.464727e-20	1	FN1
TNR.1	 1.297866e-24	-0.4970379	0.070	0.340	 2.829738e-20	1	TNR
LAPTM4A	 3.088902e-24	 0.3707278	0.527	0.242	 6.734734e-20	1	LAPTM4A
TOMM7	 3.523798e-24	 0.3345715	0.940	0.815	 7.682936e-20	1	TOMM7
SHD	 4.395068e-24	-0.3689187	0.070	0.323	 9.582568e-20	1	SHD
HILPDA	 4.578359e-24	 0.3703871	0.307	0.089	 9.982196e-20	1	HILPDA
OLIG2.1	 2.205171e-23	-0.3943725	0.073	0.317	 4.807935e-19	1	OLIG2
TMSB4X.1	 3.514526e-23	 0.4716540	0.987	0.963	 7.662721e-19	1	TMSB4X
SCRG1.1	 1.749488e-22	-0.5708916	0.657	0.794	 3.814410e-18	1	SCRG1
CALD1	 3.351884e-22	 0.3522732	0.550	0.252	 7.308112e-18	1	CALD1
FRZB	 5.459576e-22	 0.3174408	0.290	0.076	 1.190351e-17	1	FRZB
SEC61G.1	 6.440580e-22	 0.3830179	0.883	0.742	 1.404240e-17	1	SEC61G
TUBB4A.1	 6.858113e-22	-0.4043075	0.027	0.249	 1.495274e-17	1	TUBB4A
RP11-161M6.2.1	 1.039905e-21	-0.4612330	0.103	0.361	 2.267305e-17	1	RP11-161M6.2
MSI2	 1.200343e-21	 0.3146341	0.493	0.224	 2.617109e-17	1	MSI2
FOSB	 1.200784e-21	 0.4374236	0.490	0.212	 2.618069e-17	1	FOSB
PNRC1	 2.705629e-21	 0.4091620	0.513	0.235	 5.899082e-17	1	PNRC1
HMGN2.1	 2.974650e-21	-0.5221193	0.393	0.590	 6.485629e-17	1	HMGN2
