	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1	3.560045e-118	1.0485755	0.971	0.604	7.761967e-114	0	VEGFA
2	 7.980810e-68	0.9277439	0.743	0.302	 1.740056e-63	0	OLFM1
3	 6.528062e-49	0.6075099	0.802	0.529	 1.423313e-44	0	ENO2
4	 1.708920e-40	0.7209370	0.850	0.630	 3.725958e-36	0	IGFBP2
5	 5.122301e-36	0.7525652	0.440	0.139	 1.116815e-31	0	C8orf22
6	2.005590e-237	2.4080858	0.913	0.302	4.372789e-233	1	MT1X
7	2.374205e-205	2.1926631	0.893	0.173	5.176478e-201	1	MT1G
8	1.880858e-145	1.8944557	0.910	0.568	4.100835e-141	1	MT2A
9	1.111169e-129	1.5612048	0.863	0.339	2.422683e-125	1	IGFBP5
10	 7.808395e-73	1.4544283	0.460	0.079	 1.702464e-68	1	SLN
11	 5.894941e-86	0.9764074	0.822	0.351	 1.285274e-81	2	OLIG1
12	 3.746567e-74	0.7672627	0.849	0.514	 8.168639e-70	2	PTPRZ1
13	 1.873183e-50	0.6162397	0.497	0.133	 4.084100e-46	2	PDGFRA
14	 1.716564e-46	0.5628837	0.987	0.933	 3.742625e-42	2	C1orf61
15	 5.796405e-30	0.5654164	0.473	0.207	 1.263790e-25	2	DLL3
16	8.616697e-116	0.9928351	1.000	0.839	1.878698e-111	3	TUBA1B
17	9.908634e-107	0.9144476	0.987	0.699	2.160379e-102	3	TUBB
18	 2.053691e-81	0.8647867	0.934	0.521	 4.477663e-77	3	HMGN2
19	 1.896484e-68	0.8195932	0.858	0.302	 4.134904e-64	3	HMGB2
20	 1.657904e-61	0.6953838	0.965	0.678	 3.614727e-57	3	HMGB1
21	 3.462646e-74	1.1616421	0.905	0.354	 7.549606e-70	4	SIRT2
22	 3.278694e-49	0.8243000	0.667	0.275	 7.148538e-45	4	SOX8
23	 6.274522e-46	0.9227181	0.700	0.160	 1.368034e-41	4	BCAS1
24	 4.168426e-44	0.7689375	0.671	0.171	 9.088418e-40	4	TUBB4A
25	 5.472731e-40	0.8392518	0.981	0.614	 1.193219e-35	4	BCAN
26	4.542677e-142	1.6697610	0.974	0.227	9.904398e-138	5	PLP1
27	5.118352e-127	1.4290058	0.915	0.153	1.115954e-122	5	CLDN11
28	1.093910e-114	1.4644836	0.884	0.148	2.385051e-110	5	BCAS1
29	 6.487741e-99	1.2240541	0.947	0.356	 1.414522e-94	5	SIRT2
30	 1.604302e-89	1.1812956	0.979	0.618	 3.497860e-85	5	BCAN
31	 3.457897e-92	1.0512164	0.829	0.234	 7.539253e-88	6	SOX11
32	 3.902518e-89	1.0958491	0.741	0.146	 8.508660e-85	6	STMN2
33	 4.034819e-51	0.9253421	0.835	0.420	 8.797116e-47	6	SOX4
34	 1.138282e-46	1.0361009	0.641	0.169	 2.481797e-42	6	MIAT
35	 7.880622e-31	0.9136677	0.312	0.041	 1.718212e-26	6	CRABP1
36	2.789731e-126	1.4290624	0.950	0.180	6.082451e-122	7	PTTG1
37	4.885110e-117	1.3501233	0.879	0.331	1.065101e-112	7	ARL6IP1
38	2.743296e-108	1.1432945	0.900	0.342	5.981209e-104	7	UBE2S
39	5.197911e-101	1.3107446	0.800	0.124	 1.133300e-96	7	UBE2C
40	7.100719e-101	1.2957739	0.950	0.319	 1.548170e-96	7	HMGB2
41	4.865423e-163	2.2591449	0.991	0.605	1.060808e-158	8	CRYAB
42	1.423022e-110	2.0956879	0.927	0.226	3.102616e-106	8	GFAP
43	1.237352e-104	1.5650910	0.826	0.113	2.697799e-100	8	ID3
44	 7.550834e-98	1.6629178	0.963	0.298	 1.646308e-93	8	CLU
45	 4.830608e-64	1.6087349	0.624	0.085	 1.053218e-59	8	AQP1
46	1.706540e-103	1.6339211	0.821	0.118	 3.720769e-99	9	QDPR
47	 2.374739e-82	1.7891939	0.881	0.241	 5.177643e-78	9	GLUL
48	 4.643270e-72	1.7169130	0.857	0.187	 1.012372e-67	9	NDRG1
49	 2.113945e-45	1.6662958	0.655	0.135	 4.609034e-41	9	MBP
50	 1.743964e-30	1.8687946	0.560	0.281	 3.802364e-26	9	PLP1
51	3.156869e-315	3.9087046	0.955	0.402	6.882921e-311	10	SPP1
52	1.611297e-196	2.6161200	1.000	0.878	3.513110e-192	10	FTL
53	4.433782e-116	2.3402562	0.939	0.044	9.666975e-112	10	C1QB
54	3.413834e-113	2.4751866	0.924	0.077	7.443182e-109	10	APOC1
55	1.951282e-110	2.4036412	0.955	0.067	4.254381e-106	10	CD74
56	 3.088688e-88	3.0531805	1.000	0.156	 6.734266e-84	11	IGFBP7
57	 2.506693e-69	2.5208767	1.000	0.389	 5.465342e-65	11	SPARC
58	 3.305362e-68	2.8510759	1.000	0.143	 7.206681e-64	11	FN1
59	 2.863195e-45	2.1096988	0.955	0.037	 6.242625e-41	11	COL4A1
60	 1.416379e-34	2.1725351	0.818	0.058	 3.088131e-30	11	TAGLN
61	 5.076043e-32	2.6284044	1.000	0.018	 1.106730e-27	12	ITM2A
62	 7.281608e-28	2.2123389	1.000	0.012	 1.587609e-23	12	CLDN5
63	 1.632682e-23	2.5815505	1.000	0.392	 3.559736e-19	12	SPARC
64	 1.135710e-21	2.2185360	0.900	0.120	 2.476188e-17	12	A2M
65	 6.679348e-19	2.3967706	0.900	0.161	 1.456298e-14	12	IGFBP7
