cellID	cellGroup	aggregate	locusCt	median
X1772122_318_E01	reference	139.176172860629	7043	1.00081484377286
X1772122_201_A04	reference	139.520484260644	7043	1.00081484377286
X1772122_226_E08	reference	98.8765818185641	7043	1.00081484377286
X1772096_160_E11	reference	91.6568510959537	7043	1.00081484377286
X1772121_293_G05	reference	77.4863544570657	7043	1.00081484377286
X1772078_001_C05	reference	77.7391862282493	7043	1.00081484377286
X1772122_226_D03	reference	76.7674169201903	7043	1.00081484377286
X1772122_220_A08	reference	88.2841761111519	7043	1.00081484377286
X1772122_317_E08	reference	79.5631648436594	7043	1.00081484377286
X1772122_223_H04	reference	90.9632270141464	7043	1.00081484377286
X1772122_224_H05	reference	92.8163901784916	7043	1.00081484377286
X1772122_221_C02	reference	48.3590241472343	7043	1.00081484377286
X1772122_221_B10	reference	43.3433822166743	7043	1.00081484377286
X1772122_318_H06	reference	50.5148188219638	7043	1.00081484377286
X1772122_224_D12	reference	59.624915698579	7043	1.00081484377286
X1772122_221_H05	reference	74.4226427572512	7043	1.00081484377286
X1772122_226_B06	reference	75.9480719618593	7043	1.00081484377286
X1772122_224_G06	reference	68.9688624039335	7043	1.00081484377286
X1772067_089_B03	reference	74.846250709366	7043	1.00081484377286
X1772122_221_F10	reference	82.5797442726797	7043	1.00081484377286
X1772071_029_B12	reference	92.1768416872901	7043	1.00081484377286
X1772122_221_G10	reference	63.2834754272552	7043	1.00081484377286
X1772121_283_H02	reference	55.4053755751191	7043	1.00081484377286
X1772121_288_F08	reference	61.4799549034741	7043	1.00081484377286
X1772122_223_A10	reference	57.4257834456454	7043	1.00081484377286
X1772122_226_H11	reference	56.1127007394213	7043	1.00081484377286
X1772075_298_E04	reference	68.3583952963547	7043	1.00081484377286
X1772121_283_B04	reference	61.7382146279037	7043	1.00081484377286
X1772121_293_H10	reference	76.928641606723	7043	1.00081484377286
X1772122_224_F11	reference	65.7506931970641	7043	1.00081484377286
X1772122_316_B05	reference	78.1600402475251	7043	1.00081484377286
X1772067_089_A03	reference	64.784217984436	7043	1.00081484377286
X1772122_317_E09	reference	103.441749276305	7043	1.00081484377286
X1772122_224_H12	reference	58.8779754066547	7043	1.00081484377286
X1772122_224_C02	reference	58.6670465124922	7043	1.00081484377286
X1772122_223_G05	reference	62.9439462544101	7043	1.00081484377286
X1772122_223_G04	reference	76.9279140549125	7043	1.00081484377286
X1772122_220_H04	reference	29.3316917041152	7043	1.00081484377286
X1772122_316_H10	reference	40.2181059748834	7043	1.00081484377286
X1772121_283_D09	reference	35.9930929593114	7043	1.00081484377286
X1772122_221_G05	reference	40.2267455379736	7043	1.00081484377286
X1772122_220_A02	reference	16.4141486134685	7043	1.00081484377286
X1772122_317_G04	reference	19.9504845158369	7043	1.00081484377286
X1772122_318_D10	reference	25.2371146635898	7043	1.00081484377286
X1772122_220_B03	reference	24.4672519117911	7043	1.00081484377286
X1772122_221_F11	reference	23.5458982945135	7043	1.00081484377286
X1772122_223_F10	reference	32.8631232606213	7043	1.00081484377286
X1772122_220_G09	reference	35.5358875093136	7043	1.00081484377286
X1772122_220_A12	reference	34.4659875037683	7043	1.00081484377286
X1772122_318_G04	reference	52.4121563600633	7043	1.00081484377286
X1772122_201_G09	reference	48.1286215849569	7043	1.00081484377286
X1772122_223_F03	reference	55.6701014216512	7043	1.00081484377286
X1772122_220_A10	reference	41.7716010938802	7043	1.00081484377286
X1772122_208_H02	reference	36.8883640845853	7043	1.00081484377286
X1772122_223_H08	reference	30.629135307235	7043	1.00081484377286
X1772122_220_E12	reference	32.4400249827041	7043	1.00081484377286
X1772122_220_A09	reference	36.2032998093196	7043	1.00081484377286
X1772122_226_A12	reference	43.8341424652751	7043	1.00081484377286
X1772122_224_D04	reference	53.8788149706126	7043	1.00081484377286
X1772122_221_H08	reference	45.7904954376606	7043	1.00081484377286
X1772122_220_A03	reference	42.7082858315152	7043	1.00081484377286
X1772067_089_C05	reference	44.4613134067238	7043	1.00081484377286
X1772067_089_G02	reference	55.0972091347913	7043	1.00081484377286
X1772078_002_B05	reference	58.9517802742808	7043	1.00081484377286
X1772122_236_C11	reference	37.3520053141984	7043	1.00081484377286
X1772096_160_E02	reference	41.6122796403547	7043	1.00081484377286
X1772122_319_D02	reference	43.6627996547479	7043	1.00081484377286
X1772121_283_E09	reference	39.1954954206658	7043	1.00081484377286
X1772121_291_G08	reference	50.6608474051465	7043	1.00081484377286
X1772121_282_F12	reference	74.4038698843099	7043	1.00081484377286
X1772121_293_D01	reference	42.2587032551886	7043	1.00081484377286
X1772075_298_F04	reference	49.9651295742043	7043	1.00081484377286
X1772121_283_A06	reference	29.9964944210045	7043	1.00081484377286
X1772121_291_D03	reference	25.5427485359892	7043	1.00081484377286
X1772122_224_F05	reference	37.6795051694241	7043	1.00081484377286
X1772122_208_F04	reference	23.3191770611914	7043	1.00081484377286
X1772067_089_H07	reference	18.611909629537	7043	1.00081484377286
X1772122_316_C04	reference	19.9242653624978	7043	1.00081484377286
X1772121_283_D01	reference	24.9774856016952	7043	1.00081484377286
X1772121_283_E01	reference	31.2961069462806	7043	1.00081484377286
X1772121_291_H04	reference	28.9407093364612	7043	1.00081484377286
