cellID	cellGroup	aggregate	locusCt	median
X1772096_095_E10	reference	116.497529987452	7150	1.0008930674556
X1772071_027_F06	reference	111.469236345353	7150	1.0008930674556
X1772078_078_F11	reference	123.403387983068	7150	1.0008930674556
X1772071_029_C12	reference	98.7267761671197	7150	1.0008930674556
X1772071_027_F09	reference	112.919469843458	7150	1.0008930674556
X1772078_079_B04	reference	94.2948900821576	7150	1.0008930674556
X1772071_029_C08	reference	83.1623843433619	7150	1.0008930674556
X1772078_001_F12	reference	85.6255817405924	7150	1.0008930674556
X1772078_109_A06	reference	109.171849891595	7150	1.0008930674556
X1772078_107_E01	reference	115.313674333243	7150	1.0008930674556
X1772121_291_C04	reference	103.743011020579	7150	1.0008930674556
X1772067_089_E08	reference	88.0348374489123	7150	1.0008930674556
X1772078_109_F12	reference	113.014276744263	7150	1.0008930674556
X1772078_109_E10	reference	97.8954294906495	7150	1.0008930674556
X1772071_027_H09	reference	87.0727880818535	7150	1.0008930674556
X1772078_078_D02	reference	100.893476959738	7150	1.0008930674556
X1772122_319_B08	reference	142.514420486168	7150	1.0008930674556
X1772096_095_B08	reference	126.590755605153	7150	1.0008930674556
X1772122_201_A08	reference	125.218458144566	7150	1.0008930674556
X1772096_095_A11	reference	116.095814957687	7150	1.0008930674556
X1772071_029_E01	reference	133.790490265484	7150	1.0008930674556
X1772067_089_D08	reference	120.660035746998	7150	1.0008930674556
X1772096_095_C04	reference	66.1680438345426	7150	1.0008930674556
X1772071_029_G01	reference	83.7672609145769	7150	1.0008930674556
X1772071_029_A03	reference	92.2890140123605	7150	1.0008930674556
X1772078_078_E10	reference	109.414919818245	7150	1.0008930674556
X1772071_029_E07	reference	109.362887965386	7150	1.0008930674556
X1772067_089_B09	reference	126.243327839902	7150	1.0008930674556
X1772122_208_E03	reference	121.877881108032	7150	1.0008930674556
X1772078_079_H02	reference	134.074857880736	7150	1.0008930674556
X1772122_226_B11	reference	101.703631451327	7150	1.0008930674556
X1772067_089_F12	reference	99.0870729673273	7150	1.0008930674556
X1772078_107_H10	reference	118.62016331441	7150	1.0008930674556
X1772122_317_E05	reference	68.2859096590701	7150	1.0008930674556
X1772067_089_A06	reference	75.3303194705943	7150	1.0008930674556
X1772122_220_E09	reference	74.4270063674163	7150	1.0008930674556
X1772122_319_F06	reference	73.6952957608153	7150	1.0008930674556
X1772122_316_A10	reference	75.9298174372246	7150	1.0008930674556
X1772121_293_F05	reference	88.9068901861419	7150	1.0008930674556
X1772071_029_B10	reference	101.728174397927	7150	1.0008930674556
X1772096_095_B07	reference	104.757890239782	7150	1.0008930674556
X1772096_160_A08	reference	92.2240050299621	7150	1.0008930674556
X1772071_027_C09	reference	80.6511407304556	7150	1.0008930674556
X1772071_029_D03	reference	96.3404571052967	7150	1.0008930674556
X1772122_207_G11	reference	81.875112522033	7150	1.0008930674556
X1772096_160_H10	reference	95.4670363989189	7150	1.0008930674556
X1772122_207_D11	reference	92.1077142877157	7150	1.0008930674556
X1772071_029_H11	reference	124.428141630776	7150	1.0008930674556
X1772121_291_E01	reference	108.836669946933	7150	1.0008930674556
X1772078_079_G09	reference	123.365776747358	7150	1.0008930674556
X1772096_095_F01	reference	136.121742615746	7150	1.0008930674556
X1772122_236_F09	reference	106.205836940069	7150	1.0008930674556
X1772096_160_E10	reference	111.293676820463	7150	1.0008930674556
X1772078_078_E06	reference	137.1900787962	7150	1.0008930674556
X1772122_318_E01	reference	147.565796524695	7150	1.0008930674556
X1772067_089_F05	reference	144.14422861442	7150	1.0008930674556
X1772096_095_G04	reference	158.172473272397	7150	1.0008930674556
X1772078_079_E02	reference	170.864993511702	7150	1.0008930674556
X1772122_220_H07	reference	141.561668281469	7150	1.0008930674556
X1772122_221_A02	reference	132.039477108409	7150	1.0008930674556
X1772122_201_H01	reference	103.414113402766	7150	1.0008930674556
X1772122_201_D10	reference	92.2131720696897	7150	1.0008930674556
X1772075_298_B04	reference	118.233556188993	7150	1.0008930674556
X1772122_316_B03	reference	93.6303768898009	7150	1.0008930674556
X1772122_316_A07	reference	88.6661083473014	7150	1.0008930674556
X1772122_223_E08	reference	85.3635238453916	7150	1.0008930674556
X1772122_318_B05	reference	77.3234349168155	7150	1.0008930674556
X1772122_208_B11	reference	99.3874439334542	7150	1.0008930674556
X1772075_299_F04	reference	108.684401634042	7150	1.0008930674556
X1772122_221_B12	reference	106.201313616048	7150	1.0008930674556
X1772078_001_H05	reference	110.874297166446	7150	1.0008930674556
X1772096_160_D04	reference	105.104027960817	7150	1.0008930674556
X1772067_089_C11	reference	101.892050668422	7150	1.0008930674556
X1772122_224_B12	reference	85.7856722188014	7150	1.0008930674556
X1772122_319_E07	reference	89.3718544781234	7150	1.0008930674556
X1772121_293_G09	reference	62.7937441915231	7150	1.0008930674556
X1772075_298_D11	reference	91.0545028472388	7150	1.0008930674556
X1772096_160_G01	reference	82.2384502965695	7150	1.0008930674556
X1772078_001_E08	reference	86.3581208233647	7150	1.0008930674556
X1772071_027_E04	reference	90.4878706892679	7150	1.0008930674556
X1772096_160_E06	reference	107.41528610341	7150	1.0008930674556
X1772078_001_E04	reference	105.33596490288	7150	1.0008930674556
X1772122_224_B03	reference	83.8649841874381	7150	1.0008930674556
X1772122_236_C09	reference	72.3574963890683	7150	1.0008930674556
X1772121_291_G10	reference	57.7430050362643	7150	1.0008930674556
